epoch,train_loss,train_acc,train_r2,val_loss,val_acc,val_r2,val_auroc
1,2.8436519385292818,0.5669891527411316,-0.5839402547739685,1.8620677774373964,0.6490765171503958,0.028936334984091205,0.7167816829829349
2,1.9585483090963507,0.6553796540603929,0.02482377389391266,1.612257884486055,0.7295514511873351,0.2050233685743812,0.7510404964425186
3,1.8720923394480258,0.6918792143066549,0.0694338822795314,1.603073758626047,0.6886543535620053,0.20316830328683222,0.7590969881773927
4,1.869548954596026,0.6870419231896805,0.0679665512590455,1.605078646564232,0.7717678100263852,0.22272844047087414,0.7515754560530679
5,1.8194618548720647,0.7058047493403694,0.09888599132986109,1.5920205641547733,0.7084432717678101,0.20605564495928597,0.7650992350077569
6,1.797530473064936,0.7008208736440926,0.11169621688083742,1.6087557873184888,0.6978891820580475,0.18718714116535284,0.7691970256245654
7,1.8013761902582397,0.7100557021401348,0.10404241808260928,1.6159060806586434,0.7612137203166227,0.19266439044069994,0.7696570908896379
8,1.7943669854284068,0.7229551451187335,0.11009188670574943,1.599617535017411,0.7519788918205804,0.20923802020545368,0.7604557855881882
9,1.7756778519022887,0.7150395778364116,0.12104435466707897,1.559959110295238,0.6899736147757256,0.22758374654079072,0.7667469106082491
10,1.7494503924728524,0.722661975960129,0.14086675596406317,1.622375607805076,0.712401055408971,0.18082477853467516,0.7689723425881346
11,1.7724752283557634,0.7296980357666374,0.11992543090246188,1.5820411767682803,0.7546174142480211,0.21151903452966714,0.7702348472690311
12,1.730078486919543,0.7210495455878042,0.153164714603648,1.5599196535930784,0.7084432717678101,0.22079220052115023,0.7762584924838175
13,1.729224986115777,0.7184110231603635,0.15377188156027954,1.5690357320226906,0.6992084432717678,0.21956813715230494,0.7755416466056815
14,1.717220893740759,0.7389328642626796,0.15563274829855855,1.573911211421433,0.741424802110818,0.20944789934756292,0.7784304285026481
15,1.6983154349157936,0.7185576077396658,0.166317281746732,1.6013102267222543,0.7757255936675461,0.20228627267353605,0.7663510404964425
16,1.7104055137446954,0.7357080035180299,0.16124215854234192,1.7501646918797555,0.7308707124010554,0.07199140107012081,0.7775744931257689
17,1.68813319039883,0.7399589563177954,0.17422971467058224,1.748151776029441,0.7664907651715039,0.08758494628334634,0.7718076285240464
18,1.6746194549964273,0.7242744063324539,0.18415822386016978,1.581500974997367,0.7638522427440633,0.20864372060482284,0.7804525758305247
19,1.6674374594642283,0.7381999413661683,0.1869763775947887,1.5839255629869124,0.7348284960422163,0.20930561311481344,0.7700850585780773
20,1.6730440448924824,0.7396657871591908,0.18118632111157207,1.6259364260847147,0.7572559366754618,0.17359113698525563,0.7776921842400898
21,1.6742971088836633,0.7402521254763998,0.18337956845696846,1.6173099383200693,0.7229551451187335,0.18208588534468728,0.7691328304712993
22,1.657588636515183,0.7340955731457051,0.19374625907080623,1.5873204812525445,0.7387862796833773,0.1989873849394963,0.7772107205905955
23,1.6588928498190123,0.7406918792143067,0.18708304682752375,1.817128109743224,0.6992084432717678,0.026344292203313358,0.7762798908682396
24,1.6512763547743565,0.7257402521254764,0.1930320621544961,1.6688930396983366,0.7783641160949868,0.18498520422799591,0.7763654844059272
25,1.5993143200909277,0.742011140428027,0.23116885066368875,1.6714937095591764,0.741424802110818,0.13683589429600995,0.7702990424222972
26,1.5771666131946427,0.7452360011726766,0.23981987890652878,1.6367026904013038,0.7361477572559367,0.17991979160057403,0.7707591076873695
27,1.584253311262072,0.7481676927587217,0.23209242326470814,1.664670726240153,0.737467018469657,0.14323613422430648,0.7724495800567057
28,1.5704194103577591,0.7461155086484902,0.24376889897770526,1.625754682873044,0.7598944591029023,0.18379426770183127,0.7705772214197827
